
---------- Begin Simulation Statistics ----------
simSeconds                                   0.063931                       # Number of seconds simulated (Second)
simTicks                                  63931191000                       # Number of ticks simulated (Tick)
finalTick                                 63931191000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4023.07                       # Real time elapsed on the host (Second)
hostTickRate                                 15891154                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1633520                       # Number of bytes of host memory used (Byte)
simInsts                                    348309988                       # Number of instructions simulated (Count)
simOps                                      518878492                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    86578                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     128976                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       107632327                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      163009391                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                     885                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     155826742                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                   739                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            44364797                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         29629645                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                117                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          106564256                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.462280                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.260649                       # Number of insts issued each cycle (Count)
system.cpu2.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.nisnDist::total              565178                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu2.fetch.branchRate                 0.075734                       # Number of branch fetches per cycle (Ratio)
system.cpu2.fetch.rate                       0.722161                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu2.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu2.iew.squashCycles                     3932                       # Number of cycles IEW is squashing (Cycle)
system.cpu2.iew.blockCycles                    152082                       # Number of cycles IEW is blocking (Cycle)
system.cpu2.iew.unblockCycles                    8186                       # Number of cycles IEW is unblocking (Cycle)
system.cpu2.iew.dispatchedInsts                923112                       # Number of instructions dispatched to IQ (Count)
system.cpu2.iew.dispSquashedInsts                 317                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu2.iew.dispLoadInsts                  152599                       # Number of dispatched load instructions (Count)
system.cpu2.iew.dispStoreInsts                  37238                       # Number of dispatched store instructions (Count)
system.cpu2.iew.dispNonSpecInsts                   52                       # Number of dispatched non-speculative instructions (Count)
system.cpu2.iew.iqFullEvents                      938                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu2.iew.lsqFullEvents                    6761                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu2.iew.memOrderViolationEvents           203                       # Number of memory order violations (Count)
system.cpu2.iew.predictedTakenIncorrect           925                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu2.iew.predictedNotTakenIncorrect         3161                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu2.iew.branchMispredicts                4086                       # Number of branch mispredicts detected at execute (Count)
system.cpu2.iew.instsToCommit                  864866                       # Cumulative count of insts sent to commit (Count)
system.cpu2.iew.writebackCount                 862604                       # Cumulative count of insts written-back (Count)
system.cpu2.iew.producerInst                   669523                       # Number of instructions producing a value (Count)
system.cpu2.iew.consumerInst                  1073322                       # Number of instructions consuming a value (Count)
system.cpu2.iew.wbRate                       1.065665                       # Insts written-back per cycle ((Count/Cycle))
system.cpu2.iew.wbFanout                     0.623786                       # Average fanout of values written-back ((Count/Count))
system.cpu2.interrupts.clk_domain.clock          8000                       # Clock period in ticks (Tick)
system.cpu2.lsq0.forwLoads                      20484                       # Number of loads that had data forwarded from stores (Count)
system.cpu2.lsq0.squashedLoads                  21822                       # Number of loads squashed (Count)
system.cpu2.lsq0.ignoredResponses                  27                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu2.lsq0.memOrderViolation                203                       # Number of memory ordering violations (Count)
system.cpu2.lsq0.squashedStores                  7958                       # Number of stores squashed (Count)
system.cpu2.lsq0.rescheduledLoads                 931                       # Number of loads that were rescheduled (Count)
system.cpu2.lsq0.blockedByCache                   723                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu2.lsq0.loadToUse::samples            130777                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::mean            16.786232                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::stdev           76.158559                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::0-9                123761     94.64%     94.64% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::10-19                 474      0.36%     95.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::20-29                  14      0.01%     95.01% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::30-39                  18      0.01%     95.02% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::40-49                  30      0.02%     95.05% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::50-59                  23      0.02%     95.06% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::60-69                   6      0.00%     95.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::70-79                  22      0.02%     95.08% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::80-89                  20      0.02%     95.10% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::90-99                  20      0.02%     95.11% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::100-109                35      0.03%     95.14% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::110-119                24      0.02%     95.16% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::120-129                51      0.04%     95.20% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::130-139               199      0.15%     95.35% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::140-149               227      0.17%     95.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::150-159               356      0.27%     95.80% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::160-169               288      0.22%     96.02% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::170-179               307      0.23%     96.25% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::180-189               417      0.32%     96.57% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::190-199               366      0.28%     96.85% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::200-209               387      0.30%     97.15% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::210-219               399      0.31%     97.45% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::220-229               351      0.27%     97.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::230-239               262      0.20%     97.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::240-249               277      0.21%     98.13% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::250-259               159      0.12%     98.25% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::260-269               176      0.13%     98.39% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::270-279               166      0.13%     98.52% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::280-289               140      0.11%     98.62% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu2.lsq0.loadToUse::290-299               132      0.10%     98.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
